gamma21,f_avg,delta1,log10_nmse
1.8,10.4082,-3.0769,-1.762535
0.6,25.5102,-3.4872,-3.368415
1.0,18.1633,3.0769,0.105749
2.2,15.3061,-3.0769,-0.650733
1.8,21.0204,-0.2051,-3.165024
2.2,25.9184,3.0769,-0.843139
2.2,27.1429,4.7179,-1.559984
1.8,19.3878,3.4872,0.061321
1.0,23.0612,5.5385,-1.613532
1.4,25.5102,1.4359,-0.372650
0.2,15.7143,3.0769,-1.887283
0.6,19.7959,-0.2051,-3.290309
1.8,20.6122,-1.4359,-3.359496
1.0,17.3469,6.7692,-1.972131
1.4,29.5918,8.0000,-2.077335
0.6,28.3673,-2.2564,-3.383889
1.4,25.1020,5.9487,-1.557433
1.4,16.5306,1.0256,-0.306731
1.8,30.0000,0.6154,-0.173725
1.4,23.4694,7.5897,-1.831105
2.2,25.1020,-3.4872,-3.366496
1.4,25.5102,3.4872,-0.893501
2.2,26.7347,2.2564,-0.193194
1.0,23.0612,1.8462,-0.340237
1.8,16.1224,6.7692,-1.769608
0.6,21.4286,5.1282,-1.885541
1.4,17.3469,-3.0769,-2.832509
1.0,20.6122,2.6667,-0.381299
1.0,28.3673,1.0256,-0.346687
1.0,29.5918,0.6154,-0.490285
0.2,17.3469,-1.8462,-2.867905
1.0,12.8571,2.6667,-1.496784
1.4,20.6122,0.2051,-2.043348
0.2,20.2041,5.1282,-2.129321
0.2,14.8980,5.5385,-1.694584
2.2,25.5102,1.8462,0.007249
2.2,29.5918,4.3077,-1.562983
1.4,15.3061,-3.8974,-1.780419
1.0,11.6327,2.2564,0.125809
1.4,19.3878,-6.7692,-1.769605
0.2,21.0204,5.1282,-2.105459
1.0,22.6531,4.7179,-1.856309
0.2,24.6939,-8.0000,-1.772065
0.6,26.7347,1.8462,-0.611869
1.8,25.9184,3.8974,-0.740907
1.8,30.0000,-6.3590,-3.348562
0.2,27.1429,-5.5385,-2.921661
1.4,11.2245,3.4872,-1.782953
1.8,16.1224,1.8462,-0.455734
2.2,28.3673,-1.8462,-3.355565
1.8,29.1837,3.4872,-0.682715
1.0,25.5102,0.6154,-0.544421
1.8,13.2653,-3.4872,-1.782604
1.4,27.1429,1.8462,-0.559043
0.2,14.4898,-1.0256,-2.651314
0.6,28.7755,5.1282,-1.797853
0.6,17.7551,4.7179,-1.844214
1.0,24.2857,-1.0256,-2.864919
0.6,14.0816,5.1282,-1.252679
2.2,24.6939,0.6154,-0.553636
0.2,23.8776,-5.9487,-1.784400
0.2,17.7551,-3.8974,-2.804001
1.4,27.9592,4.7179,-1.573356
1.0,18.1633,-5.9487,-1.784400
1.8,29.5918,1.4359,-0.261008
0.2,10.0000,0.6154,-0.846303
2.2,26.7347,-5.5385,-3.382073
2.2,23.0612,-6.3590,-1.779921
0.2,10.4082,1.0256,-0.967331
1.0,25.5102,-3.8974,-2.884980
2.2,27.9592,2.2564,-0.431659
0.6,26.7347,0.2051,-0.321127
1.4,12.0408,3.0769,-1.965316
1.4,10.8163,-3.8974,-1.780419
1.4,28.3673,2.2564,-0.166117
1.8,19.3878,-1.0256,-3.364421
2.2,30.0000,-7.5897,-1.778966
2.2,29.1837,4.3077,-1.338150
1.0,14.0816,2.2564,-0.390501
1.4,27.1429,3.4872,-1.068352
0.2,11.6327,8.0000,-1.772071
1.4,27.5510,6.7692,-1.302305
2.2,27.1429,5.1282,-1.563802
1.8,12.8571,-2.2564,-1.300501
1.0,12.8571,5.5385,-1.767053
0.6,14.4898,7.1795,-1.784744
1.8,12.8571,-4.3077,-1.764598
0.2,21.0204,7.1795,-1.170399
0.2,20.6122,-0.6154,-3.052739
1.4,11.6327,5.5385,-1.767053
0.2,20.6122,-3.8974,-3.139113
0.6,29.5918,2.6667,-0.388651
0.2,18.5714,-3.8974,-2.801252
0.6,23.8776,-0.2051,-2.823104
1.8,10.0000,3.8974,-1.780419
0.2,24.2857,7.5897,-0.057817
0.6,12.0408,-2.6667,-3.361158
0.6,29.1837,5.1282,-1.717607
1.0,12.0408,5.5385,-1.767053
1.0,17.7551,1.8462,-0.267501
0.2,30.0000,0.6154,-0.012008
1.8,13.6735,-0.6154,-2.740354
2.2,30.0000,1.8462,-0.284000
1.8,10.0000,6.7692,-1.769607
1.8,22.2449,8.0000,-1.415890
0.2,29.1837,-3.8974,-3.232177
1.8,17.7551,-1.4359,-3.284654
2.2,18.9796,-3.4872,-3.358053
1.0,30.0000,4.3077,-1.520849
1.0,29.1837,3.4872,-1.004844
2.2,29.5918,-4.3077,-3.365777
1.8,23.0612,7.5897,-1.730185
0.2,19.7959,0.6154,-0.049235
1.0,27.1429,-1.0256,-3.322020
1.8,27.5510,-4.7179,-3.376111
0.6,16.5306,-0.6154,-2.447270
1.4,28.7755,-3.4872,-3.358797
0.2,25.1020,1.4359,-0.607919
2.2,17.3469,8.0000,-1.772067
0.2,17.3469,2.2564,-1.584028
1.8,13.6735,-5.5385,-1.767046
1.0,25.1020,8.0000,-1.850842
1.4,28.3673,2.6667,-0.982804
0.6,25.9184,7.1795,-0.132702
1.8,19.7959,1.8462,-0.020052
0.2,22.2449,-1.0256,-2.526976
1.8,15.3061,-2.2564,-3.355799
1.0,20.2041,-6.3590,-1.779921
0.6,27.5510,2.2564,-0.604630
0.2,19.3878,0.6154,-0.022086
0.2,25.5102,-6.7692,-1.769604
0.6,18.1633,-5.5385,-1.767045
0.6,25.9184,-8.0000,-1.772064
0.2,18.5714,2.6667,-1.735542
1.4,28.7755,7.5897,0.614606
1.8,18.1633,-5.5385,-1.767045
1.8,13.6735,-6.3590,-1.779923
1.0,10.4082,7.1795,-1.784744
0.2,23.4694,-2.2564,-3.381152
2.2,20.2041,5.9487,-0.291335
0.6,27.1429,6.3590,-1.405813
1.0,11.6327,0.6154,-0.876667
1.0,15.7143,5.5385,-1.378185
1.4,14.4898,8.0000,-1.772070
0.6,11.6327,-2.6667,0.297688
2.2,13.6735,3.0769,-1.880318
1.4,21.0204,1.4359,0.175236
0.2,20.6122,-5.1282,-1.780473
1.8,11.2245,-6.7692,-1.769608
1.0,30.0000,5.1282,-1.527745
1.4,18.5714,-6.3590,-1.779922
1.4,20.6122,0.6154,-0.420579
0.2,25.9184,-4.7179,-2.082279
0.6,15.3061,-5.5385,-1.767045
0.2,22.6531,5.5385,-2.073376
1.8,15.3061,-0.6154,-2.593181
0.2,10.8163,-3.0769,-1.762535
0.2,11.6327,0.2051,-0.855973
0.6,25.9184,-5.5385,-3.379780
1.8,29.1837,1.8462,-0.531349
1.0,16.5306,-3.0769,-3.125301
1.4,14.0816,8.0000,-1.772070
1.8,24.2857,8.0000,-1.883184
1.0,12.8571,-6.7692,-1.769609
0.6,13.6735,-2.6667,-3.265664
0.2,26.3265,1.8462,-0.689293
1.8,18.9796,-1.8462,-3.355904
2.2,24.2857,-5.1282,-3.374911
0.2,13.2653,5.9487,-1.784401
1.4,25.1020,4.3077,-1.722624
2.2,30.0000,0.6154,-0.369050
1.0,16.1224,5.1282,-1.730465
2.2,24.2857,-3.0769,-3.365769
1.0,12.8571,-5.5385,-1.767053
0.2,22.6531,3.4872,-0.649560
1.0,16.5306,-7.1795,-1.784744
0.6,14.8980,4.7179,-1.954479
1.0,23.8776,-0.2051,-3.361286
1.4,16.1224,-3.4872,-3.352427
0.2,28.3673,-3.4872,-3.266899
0.6,29.5918,2.2564,-0.608711
0.6,27.5510,6.3590,-1.607742
0.2,26.7347,-7.1795,-1.784742
1.0,30.0000,-4.7179,-2.658153
1.4,20.6122,6.7692,-0.460389
1.4,10.4082,-4.7179,-1.783809
1.4,27.9592,-1.4359,-3.138924
2.2,27.5510,-5.9487,-3.387760
1.8,30.0000,-5.1282,-3.359019
0.2,14.4898,-5.9487,-1.784401
1.8,20.6122,8.0000,-1.937281
1.8,23.0612,-7.1795,-1.784743
0.6,22.6531,-7.5897,-1.778967
1.0,19.3878,5.1282,-1.852264
2.2,29.1837,-4.3077,-3.368034
2.2,11.6327,1.0256,-0.963129
1.0,11.6327,-5.9487,-1.784400
2.2,17.3469,-2.2564,-3.353892
1.8,22.6531,4.3077,-1.598346
0.6,13.6735,3.0769,-0.621506
1.0,11.2245,3.4872,-1.735724
1.0,14.8980,-1.0256,-3.044389
0.2,18.9796,-5.5385,-1.767045
2.2,18.1633,-1.8462,-3.354399
0.2,14.4898,2.6667,-1.787071
1.8,22.2449,1.0256,0.251260
0.2,13.2653,6.7692,-1.769609
0.2,21.4286,-7.1795,-1.784744
0.2,11.6327,-5.5385,-1.767053
1.8,29.5918,6.3590,-0.958568
0.6,13.2653,1.8462,0.354010
2.2,28.7755,-0.6154,-3.362270
2.2,29.5918,-1.0256,-3.363036
1.8,14.8980,-5.9487,-1.784401
1.0,13.2653,3.0769,-1.533462
1.0,16.1224,6.3590,-1.857169
1.4,23.8776,-3.4872,-3.363773
1.4,22.6531,-1.4359,-3.155579
0.2,30.0000,-6.7692,-3.037886
2.2,14.0816,5.5385,-1.767046
1.4,22.6531,-5.1282,-3.369964
0.2,11.6327,-3.4872,-1.782603
1.0,11.6327,-0.6154,-3.289205
0.6,29.1837,5.5385,-1.521488
1.4,12.8571,1.8462,-1.573368
1.0,16.9388,1.0256,-0.166582
0.2,18.1633,3.0769,-1.870716
1.4,12.0408,-7.1795,-1.784744
0.2,29.1837,6.7692,-1.532533
1.4,29.5918,-1.4359,-3.221446
0.6,27.5510,2.6667,-0.925166
1.4,15.7143,-1.8462,-2.861758
1.0,27.1429,1.0256,-0.188899
1.4,22.6531,6.3590,-0.054116
2.2,12.0408,3.0769,-1.697577
2.2,23.4694,-3.4872,-3.367745
0.2,18.9796,3.8974,-1.595772
1.0,22.2449,2.2564,-0.616726
2.2,20.2041,-0.2051,-3.241022
1.0,15.3061,-1.0256,-3.244678
1.0,10.8163,4.3077,-1.764598
1.4,26.7347,2.2564,-0.517794
1.8,23.4694,0.2051,-2.395417
1.8,13.2653,0.6154,-1.013384
0.2,15.7143,-5.9487,-1.784401
1.4,21.8367,8.0000,-2.127566
1.4,18.9796,-1.8462,-3.320064
1.0,23.0612,7.1795,-0.300715
1.8,28.3673,5.9487,-0.729455
2.2,12.8571,-5.5385,-1.767053
1.0,26.7347,-2.6667,-2.908724
0.6,16.1224,-0.2051,-3.365478
1.0,13.6735,-5.5385,-1.767046
1.8,22.2449,-4.3077,-3.365645
1.4,14.0816,-3.4872,-1.782604
1.0,11.2245,8.0000,-1.772072
0.2,27.9592,4.7179,-1.868242
1.4,23.8776,-3.8974,-3.084890
1.8,22.2449,-6.3590,-1.779921
0.2,20.6122,-5.5385,-1.767045
1.8,13.2653,-5.9487,-1.784401
2.2,24.6939,5.1282,-1.481825
1.0,10.0000,5.5385,-1.767052
0.2,20.2041,2.6667,-1.058145
2.2,19.3878,-2.2564,-3.354493
2.2,20.2041,4.3077,-1.617051
2.2,11.6327,7.1795,-1.784744
1.4,13.2653,-6.3590,-1.779922
0.6,18.5714,-6.3590,-1.779922
0.2,24.6939,2.2564,-0.816354
1.4,16.9388,-5.9487,-1.784400
1.8,10.4082,-7.1795,-1.784744
1.0,19.7959,4.3077,-1.976769
0.6,27.5510,4.7179,-1.059959
0.2,18.9796,6.3590,-0.941461
0.2,10.0000,0.2051,-0.768505
0.6,13.6735,1.0256,-0.655197
0.6,14.8980,-1.8462,-3.225734
0.2,29.5918,4.3077,-2.329180
2.2,19.7959,-2.6667,-3.361023
1.8,23.8776,0.2051,-2.338484
1.8,27.1429,0.2051,-2.373841
0.6,14.8980,-6.3590,-1.779922
1.8,10.4082,1.0256,-0.935016
0.2,25.5102,-8.0000,-1.772064
1.4,18.9796,-3.4872,-3.101626
1.8,16.1224,-4.3077,-1.764599
1.0,15.7143,1.0256,-0.591836
1.0,18.1633,-2.2564,-3.285723
1.4,11.6327,-1.8462,-0.314721
0.2,23.4694,2.6667,-0.881835
1.4,12.4490,7.5897,-1.778969
1.8,14.8980,-1.0256,-3.362216
1.4,10.8163,-4.7179,-1.783809
0.6,18.5714,7.1795,-2.126557
1.4,27.9592,-4.3077,-3.349249
0.2,14.0816,4.3077,-0.976873
1.4,17.7551,2.6667,-0.357602
2.2,22.6531,-5.9487,-1.784400
0.6,27.5510,7.5897,-0.188910
0.2,20.2041,-2.2564,-2.709059
2.2,21.4286,-2.2564,-3.359942
1.0,29.5918,3.8974,-1.256895
1.4,29.5918,1.0256,-0.255496
1.8,21.0204,2.2564,-0.384057
2.2,23.8776,-7.1795,-1.784743
0.6,21.0204,-7.5897,-1.778967
0.6,11.6327,5.1282,-1.780471
0.2,14.8980,7.1795,-2.244965
1.8,14.4898,8.0000,-1.772070
0.6,21.4286,3.4872,-0.409695
0.6,10.0000,-0.6154,-3.159044
0.6,10.4082,-7.1795,-1.784744
1.0,12.0408,-5.1282,-1.780471
1.4,24.6939,-4.3077,-3.346154
1.0,14.8980,-2.2564,-3.361054
0.6,27.1429,4.7179,-1.828342
1.0,10.8163,-5.5385,-1.767053
1.0,10.0000,3.8974,-1.780419
1.0,11.2245,-3.0769,-1.762535
0.2,17.7551,-7.5897,-1.778968
1.0,17.3469,-6.7692,-1.769606
1.8,20.6122,-0.6154,-3.327625
2.2,30.0000,3.4872,-1.214926
1.8,15.7143,-1.0256,-3.361990
1.4,15.3061,7.1795,-1.784744
0.6,17.3469,-3.8974,-2.968573
2.2,10.8163,-3.8974,-1.780419
1.0,23.4694,3.8974,-1.240100
1.0,27.1429,4.3077,-1.792154
2.2,24.6939,-1.8462,-3.357969
1.0,25.5102,-4.7179,-2.270458
1.4,14.8980,-0.2051,-3.358448
1.4,17.3469,1.4359,0.044333
0.6,13.2653,-3.4872,-1.782604
0.6,18.1633,8.0000,-2.760032
1.0,25.5102,-1.8462,-3.155249
1.4,27.5510,-8.0000,-1.772064
0.2,23.8776,3.4872,-0.762408
1.4,10.8163,-5.9487,-1.784400
1.0,27.1429,-6.7692,-1.769604
0.2,28.7755,-0.6154,-3.298884
1.4,25.1020,7.1795,-0.017414
0.2,28.3673,4.3077,-1.361831
0.2,21.8367,2.6667,-0.960590
1.4,23.8776,-6.7692,-1.769604
1.8,29.1837,-7.5897,-1.778966
0.2,14.4898,-7.1795,-1.784744
0.6,20.2041,6.3590,-1.346691
0.2,23.8776,-5.5385,-2.716182
1.0,20.6122,-6.3590,-1.779921
1.8,15.7143,6.3590,-1.779922
1.8,19.3878,-4.7179,-1.783809
0.6,12.4490,-1.4359,-3.347195
0.6,18.5714,2.6667,-0.201356
1.8,25.5102,0.6154,0.006008
0.2,21.0204,-7.5897,-1.778967
1.4,30.0000,-6.7692,-1.769603
2.2,15.3061,-2.2564,-3.352140
1.0,11.2245,3.0769,-1.890074
1.4,19.7959,3.8974,-0.703039
0.6,21.4286,-6.7692,-1.769605
1.4,10.8163,5.1282,-1.780471
0.6,11.2245,-2.2564,-0.643716
2.2,18.1633,-2.6667,-3.357578
1.8,20.2041,3.0769,-0.727747
1.8,25.9184,-3.4872,-3.377413
2.2,16.5306,-6.7692,-1.769606
1.0,26.7347,-3.8974,-2.912790
1.8,23.0612,-1.8462,-3.327320
1.0,10.4082,6.3590,-1.779922
2.2,17.7551,3.8974,-1.783873
1.0,28.3673,7.5897,0.313418
1.4,28.7755,6.3590,-1.055730
1.0,20.2041,-5.1282,-1.780472
0.2,27.1429,3.8974,-1.223783
0.2,14.8980,3.4872,-1.648777
2.2,19.7959,4.3077,-1.605521
0.6,16.1224,6.3590,-1.729590
1.0,14.8980,2.6667,0.563247
0.2,19.3878,-0.6154,-2.965378
1.8,17.7551,1.0256,-0.809545
1.8,19.7959,-4.3077,-3.373333
0.6,10.0000,-4.3077,-1.764598
0.2,15.7143,-5.1282,-1.780472
1.4,12.8571,2.2564,-0.078178
0.2,26.3265,-2.6667,-3.302795
2.2,29.5918,-3.4872,-3.368538
1.4,24.2857,6.3590,-0.836668
1.8,23.4694,4.3077,-1.661481
0.6,21.8367,5.5385,-1.835520
0.2,11.2245,2.6667,-1.927070
2.2,22.6531,-7.1795,-1.784743
2.2,21.8367,6.3590,-0.361486
1.4,20.2041,-7.5897,-1.778968
1.8,19.3878,-3.8974,-3.370631
2.2,18.9796,-4.3077,-1.764599
1.4,12.0408,2.6667,-1.231923
0.2,27.1429,-6.3590,-3.306867
2.2,16.5306,-7.1795,-1.784744
0.6,22.6531,-3.4872,-3.308561
0.6,18.1633,-5.1282,-1.780472
1.4,10.8163,3.8974,-1.780419
0.6,24.6939,2.6667,-0.616510
1.4,17.7551,4.3077,-1.894859
1.0,15.3061,0.2051,-0.749598
1.4,21.0204,-3.0769,-3.364940
2.2,23.4694,1.8462,-0.328686
2.2,15.7143,-0.2051,-3.249911
1.4,10.8163,-2.2564,-0.331929
1.8,10.0000,-5.9487,-1.784400
0.2,25.5102,-1.0256,-3.294299
0.6,10.0000,0.6154,-0.868221
2.2,12.4490,-6.3590,-1.779922
1.0,26.7347,-2.2564,-3.293161
1.8,22.6531,-2.2564,-3.363769
1.4,17.3469,-1.0256,-3.356490
0.6,13.6735,7.1795,-1.784743
2.2,29.5918,5.5385,-0.877188
0.2,27.9592,-6.3590,-3.345956
1.8,26.7347,1.8462,-0.235697
0.2,27.1429,-7.5897,-1.778966
2.2,14.0816,-7.1795,-1.784743
0.2,24.6939,-1.8462,-3.270786
1.0,10.0000,0.6154,-0.547903
1.0,25.9184,-3.8974,-3.292561
0.6,16.5306,-8.0000,-1.772068
1.0,29.1837,7.1795,-1.479217
0.2,15.3061,6.7692,-0.754517
1.4,27.9592,4.3077,-1.646727
0.2,10.0000,2.6667,-1.913305
0.6,10.4082,0.6154,-0.947287
1.4,19.3878,5.9487,1.131693
1.0,21.4286,-3.0769,-2.059952
1.8,29.1837,-0.6154,-2.478370
0.6,30.0000,5.1282,-1.580423
1.8,16.5306,7.5897,-1.778968
0.2,22.2449,2.6667,-0.498426
1.4,22.2449,2.6667,-0.821670
0.6,10.0000,6.7692,-1.769607
1.8,18.5714,1.4359,0.109197
1.8,17.7551,-3.4872,-3.352667
1.8,22.2449,-1.8462,-3.322075
1.8,30.0000,-2.2564,-3.340943
1.8,13.6735,-3.8974,-1.780419
1.0,22.6531,5.5385,-1.678417
1.4,23.8776,2.2564,-0.543580
2.2,15.3061,-0.6154,-3.355441
1.8,29.5918,-3.0769,-3.339402
1.8,23.4694,-5.1282,-3.370853
2.2,10.0000,-5.1282,-1.780471
1.8,10.4082,-4.7179,-1.783809
2.2,23.4694,-2.2564,-3.357393
1.0,25.5102,6.7692,-1.481369
0.2,12.4490,-1.8462,-2.229155
0.2,25.5102,6.3590,-1.439377
1.8,14.4898,2.2564,-1.726767
2.2,25.9184,7.5897,-1.738581
0.2,11.2245,2.2564,-1.613177
1.4,23.0612,-8.0000,-1.772065
2.2,10.4082,3.4872,-1.782603
0.2,12.8571,-5.1282,-1.780471
1.0,26.3265,-3.8974,-3.307024
1.4,29.5918,-8.0000,-1.772063
0.2,28.3673,-3.8974,-3.137046
1.4,22.2449,5.5385,-1.487466
1.4,12.4490,4.3077,-1.764598
1.8,29.5918,3.0769,-1.239492
2.2,21.0204,0.6154,-0.765230
0.2,27.5510,1.0256,-0.421739
0.6,13.6735,3.4872,-0.980928
0.6,22.2449,-3.4872,-3.277255
1.8,28.3673,-7.5897,-1.778966
0.6,23.0612,2.2564,0.078078
1.4,12.8571,-1.8462,-3.318797
0.6,10.0000,-1.4359,-1.063441
2.2,14.4898,0.6154,-1.140172
1.8,29.5918,-1.8462,-3.362758
2.2,14.4898,8.0000,-1.772070
1.0,25.1020,-1.8462,-3.257036
2.2,30.0000,0.2051,-2.880021
1.4,10.4082,5.5385,-1.767052
1.4,23.0612,6.3590,-0.277441
1.8,23.8776,-1.8462,-3.354607
0.6,14.8980,-4.3077,-1.764599
2.2,27.5510,-5.1282,-3.376819
1.4,25.9184,-8.0000,-1.772064
0.6,22.6531,5.9487,-1.768924
1.8,14.8980,0.2051,-1.253682
1.8,27.1429,-8.0000,-1.772064
2.2,21.8367,-5.5385,-1.767045
1.8,24.2857,-5.9487,-1.784400
0.6,21.8367,-7.1795,-1.784744
2.2,27.5510,1.8462,-0.383696
0.2,10.8163,0.6154,-0.903805
1.0,15.7143,-8.0000,-1.772069
2.2,18.5714,4.3077,-1.614874
0.6,27.5510,3.4872,-0.791020
1.8,25.1020,7.1795,0.165079
1.4,12.8571,-8.0000,-1.772071
2.2,26.7347,-4.7179,-3.377134
2.2,23.0612,6.3590,-0.734857
2.2,26.3265,5.1282,-1.558506
1.4,25.9184,3.4872,-0.994197
0.6,12.4490,-7.5897,-1.778969
1.0,23.4694,2.6667,-0.702915
1.4,20.6122,-1.0256,-3.281057
1.8,15.3061,2.2564,-1.664661
1.0,21.4286,-2.6667,-2.254692
1.8,30.0000,-1.8462,-2.350847
1.8,28.7755,5.1282,-1.468231
1.8,12.8571,4.7179,-1.783809
0.6,14.4898,-3.8974,-1.780419
2.2,16.9388,-2.2564,-3.353146
1.0,14.0816,-5.1282,-1.780472
0.6,23.0612,-3.8974,-3.255214
2.2,27.5510,2.2564,-0.941298
2.2,23.8776,-0.2051,-3.324649
0.6,19.7959,-6.7692,-1.769605
1.8,11.6327,-7.5897,-1.778969
1.8,12.4490,-1.8462,-0.905040
1.0,14.0816,-2.2564,-3.348974
1.0,18.9796,-6.3590,-1.779922
2.2,10.4082,-4.7179,-1.783809
1.0,21.8367,-0.6154,-2.316026
0.6,16.5306,7.5897,-2.119898
2.2,16.1224,3.0769,-1.862470
0.6,17.7551,3.4872,0.075545
1.0,25.1020,-0.2051,-2.932334
2.2,14.8980,5.9487,-1.784401
0.6,18.9796,-5.1282,-1.780472
1.0,11.2245,6.3590,-1.779922
1.0,25.1020,5.1282,-1.583909
2.2,28.7755,4.7179,-1.541369
1.0,26.3265,-5.1282,-2.466728
2.2,16.9388,5.5385,-0.685963
0.6,21.0204,3.8974,-1.058268
0.6,12.4490,6.3590,-1.779922
0.2,26.7347,-5.1282,-2.989574
1.0,17.3469,0.2051,-0.593038
1.4,16.1224,-5.9487,-1.784401
1.0,20.2041,-3.0769,-3.224154
0.2,23.4694,3.8974,-1.694466
1.8,18.9796,-0.6154,-3.344036
2.2,13.6735,2.6667,-1.869781
0.2,10.8163,1.8462,0.886991
1.0,10.8163,5.5385,-1.767053
0.6,23.0612,3.8974,-0.694344
1.0,22.6531,3.8974,-1.229745
1.0,20.2041,3.0769,-0.882269
2.2,13.2653,-0.6154,-3.355403
0.6,17.7551,5.5385,-1.758316
0.2,18.5714,7.1795,0.310462
1.4,19.7959,-4.3077,-2.313979
1.4,12.8571,7.1795,-1.784743
1.4,30.0000,8.0000,-1.515280
2.2,23.8776,-3.8974,-3.361202
0.6,16.5306,5.9487,-1.285213
0.6,24.2857,-5.9487,-1.784400
1.8,28.3673,-6.3590,-3.338134
1.8,18.9796,-7.5897,-1.778968
0.2,12.4490,5.1282,-1.776460
0.6,10.8163,-8.0000,-1.772071
0.2,10.4082,6.7692,-1.769607
0.6,24.6939,6.7692,-1.461239
1.0,18.5714,-8.0000,-1.772067
2.2,27.5510,-0.2051,-3.344790
2.2,24.2857,0.6154,-0.565777
1.0,10.8163,5.1282,-1.780471
0.2,14.0816,-3.0769,-3.373739
1.0,19.7959,1.4359,0.119257
0.6,18.5714,3.8974,-0.148773
1.4,27.5510,-1.8462,-3.231471
0.6,16.1224,8.0000,-1.772069
0.6,18.5714,8.0000,-2.506148
2.2,15.3061,0.2051,-2.718047
0.2,21.0204,5.5385,-1.871493
1.8,18.9796,-4.3077,-3.300435
0.6,15.7143,3.4872,-0.515257
0.6,15.3061,2.6667,0.080729
1.4,20.6122,-6.7692,-1.769605
2.2,17.7551,4.7179,-1.679015
1.0,21.8367,-1.0256,-3.186444
2.2,17.3469,-4.3077,-1.764599
1.4,12.0408,3.4872,-1.754657
0.6,23.0612,-4.3077,-3.012356
1.8,14.4898,3.0769,-1.861005
1.4,24.6939,6.7692,-0.850132
1.8,17.7551,8.0000,-1.772067
2.2,12.4490,5.9487,-1.784401
1.4,11.6327,-5.1282,-1.780471
0.2,25.5102,-4.3077,-3.322352
1.0,21.8367,-5.9487,-1.784400
0.6,25.5102,3.8974,-1.052261
1.0,26.7347,-6.3590,-1.779921
2.2,21.4286,2.2564,-0.216887
1.4,16.1224,5.5385,0.093850
1.4,15.3061,-5.1282,-1.780472
1.4,18.5714,3.4872,-1.205956
1.0,27.5510,8.0000,-2.046189
2.2,21.0204,4.7179,-1.485411
1.0,23.8776,-6.7692,-1.769604
1.0,28.3673,-7.1795,-1.784742
1.8,24.6939,-5.5385,-3.384500
1.4,12.4490,7.1795,-1.784744
1.0,25.5102,-3.4872,-3.310911
1.0,12.4490,4.7179,-1.783809
2.2,25.5102,-1.0256,-3.307409
2.2,29.5918,6.7692,-1.264932
2.2,28.3673,-7.1795,-1.784742
1.4,25.1020,8.0000,-2.166721
1.0,14.4898,-2.6667,-3.269737
1.8,18.1633,-6.7692,-1.769606
0.2,14.8980,-3.0769,-3.123897
0.6,13.2653,8.0000,-1.772071
2.2,21.4286,-8.0000,-1.772065
2.2,19.3878,5.9487,-0.115200
2.2,22.6531,3.4872,-0.172491
1.0,23.8776,-2.6667,-3.379776
1.4,25.1020,1.0256,-0.287814
2.2,23.8776,3.8974,-1.711681
1.4,10.8163,5.9487,-1.784400
0.2,11.6327,1.4359,0.281250
1.0,25.5102,-4.3077,-3.271725
2.2,23.0612,-8.0000,-1.772065
1.8,14.4898,2.6667,-1.794208
2.2,26.3265,7.5897,-1.901702
0.2,21.4286,-1.8462,-3.230286
0.6,18.9796,-1.0256,-2.768787
1.0,12.4490,-2.6667,-0.955441
0.6,25.9184,-4.3077,-3.327528
0.6,25.5102,-7.1795,-1.784742
1.4,21.4286,6.7692,0.070274
0.6,23.4694,2.6667,-0.424317
0.2,29.5918,1.4359,-0.727070
1.0,22.2449,-1.4359,-3.195302
1.0,29.1837,-2.6667,-3.092549
0.2,13.2653,-1.8462,-3.380991
1.0,24.2857,-0.6154,-3.369431
2.2,29.5918,4.7179,-1.453595
1.4,30.0000,-5.5385,-3.196057
1.4,10.8163,-5.1282,-1.780471
0.2,17.3469,-6.7692,-1.769606
1.8,19.3878,-4.3077,-3.155925
0.2,25.1020,-3.8974,-1.719376
1.8,29.5918,4.7179,-1.543231
1.4,16.9388,-3.4872,-3.351602
1.0,23.8776,4.7179,-1.736824
0.6,10.8163,-7.1795,-1.784744
1.0,22.2449,1.8462,-0.427617
1.4,11.6327,8.0000,-1.772071
1.8,12.4490,6.3590,-1.779922
1.4,27.9592,1.0256,-0.359854
1.8,25.5102,-1.8462,-3.343142
1.0,24.2857,0.2051,-0.693370
1.0,26.3265,3.0769,-0.824717
1.0,29.1837,-7.5897,-1.778966
1.8,12.0408,6.7692,-1.769609
1.0,26.3265,0.6154,-0.382745
1.0,11.2245,-5.1282,-1.780471
0.6,14.0816,-3.0769,-3.077380
1.8,16.1224,-5.5385,-1.767045
1.4,27.1429,-4.7179,-2.235675
1.8,21.8367,-8.0000,-1.772066
1.4,18.9796,3.0769,-0.090950
0.6,15.3061,6.3590,-2.126976
0.6,21.8367,0.2051,-0.644945
2.2,14.0816,4.3077,-1.764599
2.2,14.0816,2.2564,-1.784152
0.6,23.8776,-1.8462,-2.986940
0.6,14.8980,-5.5385,-1.767046
1.0,18.9796,5.1282,-1.826806
1.0,10.8163,-1.0256,-2.630689
0.6,18.9796,-3.4872,-3.389775
0.6,10.8163,-6.7692,-1.769607
2.2,18.1633,6.7692,-1.769606
0.2,15.7143,1.8462,-0.199768
1.0,26.3265,3.4872,-0.965277
1.0,26.7347,-3.4872,-3.150170
1.0,21.8367,5.9487,-1.558304
2.2,24.6939,-5.5385,-3.385566
2.2,22.6531,-1.0256,-3.346484
1.4,12.0408,6.7692,-1.769609
