KAPPA,F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
-4.0000,26.9370,6.7600,-0.6200,1.425288e-02,-1.8461,0,0,0.000000
-4.0000,26.9370,7.1290,-0.4355,3.904539e-01,-0.4084,0,0,0.000000
-4.0000,26.9370,7.4980,-0.2510,1.007741e-02,-1.9967,0,0,0.000000
-4.0000,26.9370,7.8670,-0.0665,6.524009e-03,-2.1855,0,0,0.000000
-4.0000,27.3060,-8.0000,-8.0000,1.567852e-03,-2.8047,0,0,0.000001
-4.0000,27.3060,-7.6310,-7.8155,7.886537e-03,-2.1031,0,0,0.000001
-4.0000,27.3060,-7.2620,-7.6310,1.577632e-03,-2.8020,0,0,0.000001
-4.0000,27.3060,-6.8930,-7.4465,6.550377e-03,-2.1837,0,0,0.000001
-4.0000,27.3060,-6.5240,-7.2620,1.335018e-03,-2.8745,0,0,0.000001
-4.0000,27.3060,-6.1550,-7.0775,4.426410e-04,-3.3539,0,0,0.000001
-4.0000,27.3060,-5.7860,-6.8930,1.026643e-02,-1.9886,0,0,0.000001
-4.0000,27.3060,-5.4170,-6.7085,5.312610e-04,-3.2747,0,0,0.000001
-4.0000,27.3060,-5.0480,-6.5240,1.862182e-02,-1.7300,0,0,0.000001
-4.0000,27.3060,-4.6790,-6.3395,1.913666e-03,-2.7181,0,0,0.000039
-4.0000,27.3060,-4.3100,-6.1550,6.539738e-04,-3.1844,0,0,0.000002
-4.0000,27.3060,-3.9410,-5.9705,1.196350e-03,-2.9221,0,0,0.000001
-4.0000,27.3060,-3.5720,-5.7860,4.443051e-04,-3.3523,0,0,0.000001
-4.0000,27.3060,-3.2030,-5.6015,2.397938e-03,-2.6202,0,0,0.000071
-4.0000,27.3060,-2.8340,-5.4170,5.502434e-03,-2.2594,0,1,1.019720
-4.0000,27.3060,-2.4650,-5.2325,5.257880e-03,-2.2792,0,1,1.037517
-4.0000,27.3060,-2.0960,-5.0480,5.406321e-04,-3.2671,0,0,0.000001
-4.0000,27.3060,-1.7270,-4.8635,2.174082e-03,-2.6627,0,0,0.000001
-4.0000,27.3060,-1.3580,-4.6790,5.050153e-04,-3.2967,0,0,0.000000
