KAPPA,F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
9.0000,23.9850,3.0700,10.5350,5.280461e-04,-3.2773,0,0,0.000000
9.0000,23.9850,3.4390,10.7195,6.413516e-04,-3.1929,0,0,0.000000
9.0000,23.9850,3.8080,10.9040,2.676016e-03,-2.5725,0,0,0.000000
9.0000,23.9850,4.1770,11.0885,6.599548e-04,-3.1805,0,0,0.000000
9.0000,23.9850,4.5460,11.2730,4.479640e-04,-3.3488,0,0,0.000000
9.0000,23.9850,4.9150,11.4575,5.620625e-04,-3.2502,0,0,0.000000
9.0000,23.9850,5.2840,11.6420,1.547517e-03,-2.8104,0,0,0.000000
9.0000,23.9850,5.6530,11.8265,2.102828e-02,-1.6772,0,0,0.000000
9.0000,23.9850,6.0220,12.0110,2.032957e-02,-1.6919,0,0,0.000000
9.0000,23.9850,6.3910,12.1955,2.071458e-02,-1.6837,0,0,0.000000
9.0000,23.9850,6.7600,12.3800,2.054635e-02,-1.6873,0,0,0.000000
9.0000,23.9850,7.1290,12.5645,2.039177e-02,-1.6905,0,0,0.000000
9.0000,23.9850,7.4980,12.7490,2.099250e-02,-1.6779,0,0,0.000000
9.0000,23.9850,7.8670,12.9335,2.024271e-02,-1.6937,0,0,0.000000
9.0000,24.3540,-8.0000,5.0000,1.791923e-02,-1.7467,0,0,0.000000
9.0000,24.3540,-7.6310,5.1845,4.945715e-02,-1.3058,0,0,0.000000
9.0000,24.3540,-7.2620,5.3690,6.326425e+00,0.8012,0,0,0.000000
9.0000,24.3540,-6.8930,5.5535,3.555313e+00,0.5509,0,0,0.000001
9.0000,24.3540,-6.5240,5.7380,2.374787e+00,0.3756,1,1,0.300577
9.0000,24.3540,-6.1550,5.9225,1.764453e+00,0.2466,1,1,0.713761
9.0000,24.3540,-5.7860,6.1070,4.472393e-01,-0.3495,1,1,0.775333
9.0000,24.3540,-5.4170,6.2915,2.738338e-01,-0.5625,1,1,0.784664
9.0000,24.3540,-5.0480,6.4760,6.106485e-02,-1.2142,1,1,0.797575
9.0000,24.3540,-4.6790,6.6605,5.664544e-02,-1.2468,1,1,0.810687
9.0000,24.3540,-4.3100,6.8450,6.117839e-02,-1.2134,1,1,0.823102
9.0000,24.3540,-3.9410,7.0295,2.489463e+00,0.3961,1,1,1.049633
9.0000,24.3540,-3.5720,7.2140,4.115240e+00,0.6144,1,1,0.921940
9.0000,24.3540,-3.2030,7.3985,3.435066e+00,0.5359,1,1,0.987604
9.0000,24.3540,-2.8340,7.5830,5.426028e+00,0.7345,1,1,0.922662
9.0000,24.3540,-2.4650,7.7675,1.969529e+00,0.2944,1,1,0.942457
9.0000,24.3540,-2.0960,7.9520,2.554967e+00,0.4074,1,1,1.018411
9.0000,24.3540,-1.7270,8.1365,3.801459e+00,0.5800,1,1,1.419735
9.0000,24.3540,-1.3580,8.3210,4.750831e+00,0.6768,1,1,1.021046
9.0000,24.3540,-0.9890,8.5055,2.803841e+00,0.4478,1,1,1.116051
9.0000,24.3540,-0.6200,8.6900,2.030967e+00,0.3077,1,1,1.278094
9.0000,24.3540,-0.2510,8.8745,2.346505e+00,0.3704,1,1,1.014422
9.0000,24.3540,0.1180,9.0590,8.910268e-04,-3.0501,0,0,0.000001
9.0000,24.3540,0.4870,9.2435,6.083627e-04,-3.2158,0,0,0.000000
9.0000,24.3540,0.8560,9.4280,5.215363e-04,-3.2827,0,0,0.000000
9.0000,24.3540,1.2250,9.6125,4.444701e-04,-3.3522,0,0,0.000000
9.0000,24.3540,1.5940,9.7970,1.996993e-02,-1.6996,0,0,0.000000
9.0000,24.3540,1.9630,9.9815,6.860014e-03,-2.1637,0,0,0.000000
9.0000,24.3540,2.3320,10.1660,4.374860e-04,-3.3590,0,0,0.000000
9.0000,24.3540,2.7010,10.3505,4.819322e-03,-2.3170,0,0,0.000000
9.0000,24.3540,3.0700,10.5350,1.223090e-03,-2.9125,0,0,0.000000
9.0000,24.3540,3.4390,10.7195,4.974512e-04,-3.3032,0,0,0.000000
9.0000,24.3540,3.8080,10.9040,5.026885e-03,-2.2987,0,0,0.000000
9.0000,24.3540,4.1770,11.0885,9.141677e-04,-3.0390,0,0,0.000000
9.0000,24.3540,4.5460,11.2730,6.229817e-04,-3.2055,0,0,0.000000
9.0000,24.3540,4.9150,11.4575,4.584892e-04,-3.3387,0,0,0.000000
9.0000,24.3540,5.2840,11.6420,4.546626e-04,-3.3423,0,0,0.000000
9.0000,24.3540,5.6530,11.8265,1.882769e-03,-2.7252,0,0,0.000000
9.0000,24.3540,6.0220,12.0110,2.032957e-02,-1.6919,0,0,0.000000
9.0000,24.3540,6.3910,12.1955,2.071458e-02,-1.6837,0,0,0.000000
9.0000,24.3540,6.7600,12.3800,2.054633e-02,-1.6873,0,0,0.000000
9.0000,24.3540,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,24.3540,7.4980,12.7490,2.099250e-02,-1.6779,0,0,0.000000
9.0000,24.3540,7.8670,12.9335,2.024272e-02,-1.6937,0,0,0.000000
9.0000,24.7230,-8.0000,5.0000,1.658578e-01,-0.7803,0,0,0.000000
9.0000,24.7230,-7.6310,5.1845,1.232584e-01,-0.9092,0,0,0.000000
9.0000,24.7230,-7.2620,5.3690,2.135771e+00,0.3296,0,0,0.000000
9.0000,24.7230,-6.8930,5.5535,1.046403e+00,0.0197,0,0,0.000029
9.0000,24.7230,-6.5240,5.7380,2.492562e+00,0.3966,1,1,0.416872
9.0000,24.7230,-6.1550,5.9225,1.344285e+00,0.1285,1,1,0.733025
9.0000,24.7230,-5.7860,6.1070,4.146665e-01,-0.3823,1,1,0.776873
9.0000,24.7230,-5.4170,6.2915,1.033869e-01,-0.9855,1,1,0.791483
9.0000,24.7230,-5.0480,6.4760,8.713732e-02,-1.0598,1,1,0.801986
9.0000,24.7230,-4.6790,6.6605,8.285876e-02,-1.0817,1,1,0.817500
9.0000,24.7230,-4.3100,6.8450,5.190745e-02,-1.2848,1,1,0.830958
9.0000,24.7230,-3.9410,7.0295,2.285079e+00,0.3589,1,1,1.065993
9.0000,24.7230,-3.5720,7.2140,3.595973e+00,0.5558,1,1,0.957733
9.0000,24.7230,-3.2030,7.3985,3.853500e+00,0.5859,1,1,0.840144
9.0000,24.7230,-2.8340,7.5830,3.570043e+00,0.5527,1,1,0.954799
9.0000,24.7230,-2.4650,7.7675,1.219859e+00,0.0863,1,1,0.985218
9.0000,24.7230,-2.0960,7.9520,3.399008e+00,0.5314,1,1,1.019470
9.0000,24.7230,-1.7270,8.1365,3.273643e+00,0.5150,1,1,1.308606
9.0000,24.7230,-1.3580,8.3210,2.960554e+00,0.4714,1,1,1.069536
9.0000,24.7230,-0.9890,8.5055,2.014668e+00,0.3042,1,1,1.094010
9.0000,24.7230,-0.6200,8.6900,1.181772e+00,0.0725,1,1,1.146760
9.0000,24.7230,-0.2510,8.8745,2.049943e+00,0.3117,1,1,1.041126
9.0000,24.7230,0.1180,9.0590,4.851390e-04,-3.3141,0,0,0.000001
9.0000,24.7230,0.4870,9.2435,2.782845e-03,-2.5555,0,0,0.000000
9.0000,24.7230,0.8560,9.4280,1.064816e-03,-2.9727,0,0,0.000000
9.0000,24.7230,1.2250,9.6125,4.486270e-04,-3.3481,0,0,0.000000
9.0000,24.7230,1.5940,9.7970,7.368046e-03,-2.1326,0,0,0.000000
9.0000,24.7230,1.9630,9.9815,7.949196e-03,-2.0997,0,0,0.000000
9.0000,24.7230,2.3320,10.1660,5.096354e-03,-2.2927,0,0,0.000000
9.0000,24.7230,2.7010,10.3505,7.520628e-04,-3.1237,0,0,0.000000
9.0000,24.7230,3.0700,10.5350,7.955983e-04,-3.0993,0,0,0.000000
9.0000,24.7230,3.4390,10.7195,3.475955e-03,-2.4589,0,0,0.000000
9.0000,24.7230,3.8080,10.9040,1.225080e-03,-2.9118,0,0,0.000000
9.0000,24.7230,4.1770,11.0885,2.414727e-03,-2.6171,0,0,0.000000
9.0000,24.7230,4.5460,11.2730,4.435326e-03,-2.3531,0,0,0.000000
9.0000,24.7230,4.9150,11.4575,4.686018e-04,-3.3292,0,0,0.000000
9.0000,24.7230,5.2840,11.6420,4.825546e-04,-3.3165,0,0,0.000000
9.0000,24.7230,5.6530,11.8265,6.808517e-04,-3.1669,0,0,0.000000
9.0000,24.7230,6.0220,12.0110,2.032957e-02,-1.6919,0,0,0.000000
9.0000,24.7230,6.3910,12.1955,2.071458e-02,-1.6837,0,0,0.000000
9.0000,24.7230,6.7600,12.3800,2.054633e-02,-1.6873,0,0,0.000000
9.0000,24.7230,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,24.7230,7.4980,12.7490,2.099250e-02,-1.6779,0,0,0.000000
9.0000,24.7230,7.8670,12.9335,2.024273e-02,-1.6937,0,0,0.000000
9.0000,25.0920,-8.0000,5.0000,2.525761e-02,-1.5976,0,0,0.000000
9.0000,25.0920,-7.6310,5.1845,4.841893e-01,-0.3150,0,0,0.000000
9.0000,25.0920,-7.2620,5.3690,2.152064e+00,0.3329,0,0,0.000000
9.0000,25.0920,-6.8930,5.5535,1.394058e+00,0.1443,0,0,0.000556
9.0000,25.0920,-6.5240,5.7380,1.996551e+00,0.3003,1,1,0.499218
9.0000,25.0920,-6.1550,5.9225,9.875398e-01,-0.0054,1,1,0.770090
9.0000,25.0920,-5.7860,6.1070,6.739893e-01,-0.1713,1,1,0.781410
9.0000,25.0920,-5.4170,6.2915,2.167296e-01,-0.6641,1,1,0.791462
9.0000,25.0920,-5.0480,6.4760,9.105415e-02,-1.0407,1,1,0.805607
9.0000,25.0920,-4.6790,6.6605,5.892236e-02,-1.2297,1,1,0.820090
9.0000,25.0920,-4.3100,6.8450,6.280805e-02,-1.2020,1,1,0.836193
9.0000,25.0920,-3.9410,7.0295,1.960849e+00,0.2924,1,1,1.064100
9.0000,25.0920,-3.5720,7.2140,3.224930e+00,0.5085,1,1,0.944348
9.0000,25.0920,-3.2030,7.3985,2.777618e+00,0.4437,1,1,0.843051
9.0000,25.0920,-2.8340,7.5830,2.662108e+00,0.4252,1,1,0.934400
9.0000,25.0920,-2.4650,7.7675,3.255009e+00,0.5126,1,1,1.015111
9.0000,25.0920,-2.0960,7.9520,2.116230e+00,0.3256,1,1,0.974809
9.0000,25.0920,-1.7270,8.1365,2.049965e+00,0.3117,1,1,1.370652
9.0000,25.0920,-1.3580,8.3210,3.735971e+00,0.5724,1,1,1.067825
9.0000,25.0920,-0.9890,8.5055,5.689331e+00,0.7551,1,1,1.094964
9.0000,25.0920,-0.6200,8.6900,1.473858e+00,0.1685,1,1,1.075955
9.0000,25.0920,-0.2510,8.8745,2.191081e+00,0.3407,1,1,0.878481
9.0000,25.0920,0.1180,9.0590,4.680038e-04,-3.3298,0,0,0.000001
9.0000,25.0920,0.4870,9.2435,1.026568e-03,-2.9886,0,0,0.000000
9.0000,25.0920,0.8560,9.4280,5.312664e-03,-2.2747,0,0,0.000000
9.0000,25.0920,1.2250,9.6125,8.582027e-04,-3.0664,0,0,0.000000
9.0000,25.0920,1.5940,9.7970,1.751814e-03,-2.7565,0,0,0.000000
9.0000,25.0920,1.9630,9.9815,2.264468e-03,-2.6450,0,0,0.000000
9.0000,25.0920,2.3320,10.1660,4.453932e-04,-3.3513,0,0,0.000000
9.0000,25.0920,2.7010,10.3505,4.389139e-04,-3.3576,0,0,0.000000
9.0000,25.0920,3.0700,10.5350,1.317423e-03,-2.8803,0,0,0.000000
9.0000,25.0920,3.4390,10.7195,8.435971e-03,-2.0739,0,0,0.000000
9.0000,25.0920,3.8080,10.9040,1.132517e-02,-1.9460,0,0,0.000000
9.0000,25.0920,4.1770,11.0885,4.377236e-04,-3.3588,0,0,0.000000
9.0000,25.0920,4.5460,11.2730,4.539505e-03,-2.3430,0,0,0.000000
9.0000,25.0920,4.9150,11.4575,4.646818e-04,-3.3328,0,0,0.000000
9.0000,25.0920,5.2840,11.6420,1.464907e-03,-2.8342,0,0,0.000000
9.0000,25.0920,5.6530,11.8265,5.583129e-04,-3.2531,0,0,0.000000
9.0000,25.0920,6.0220,12.0110,2.032957e-02,-1.6919,0,0,0.000000
9.0000,25.0920,6.3910,12.1955,2.071456e-02,-1.6837,0,0,0.000000
9.0000,25.0920,6.7600,12.3800,2.054634e-02,-1.6873,0,0,0.000000
9.0000,25.0920,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,25.0920,7.4980,12.7490,2.099249e-02,-1.6779,0,0,0.000000
9.0000,25.0920,7.8670,12.9335,2.024274e-02,-1.6937,0,0,0.000000
9.0000,25.4610,-8.0000,5.0000,2.123242e-02,-1.6730,0,0,0.000000
9.0000,25.4610,-7.6310,5.1845,1.253495e-01,-0.9019,0,0,0.000000
9.0000,25.4610,-7.2620,5.3690,3.813199e+00,0.5813,0,0,0.000000
9.0000,25.4610,-6.8930,5.5535,1.850652e+00,0.2673,0,0,0.003925
9.0000,25.4610,-6.5240,5.7380,2.454371e+00,0.3899,1,1,0.559918
9.0000,25.4610,-6.1550,5.9225,9.422942e-01,-0.0258,1,1,0.836232
9.0000,25.4610,-5.7860,6.1070,5.976285e-01,-0.2236,1,1,0.786151
9.0000,25.4610,-5.4170,6.2915,1.581244e-01,-0.8010,1,1,0.796684
9.0000,25.4610,-5.0480,6.4760,1.107257e-01,-0.9558,1,1,0.808396
9.0000,25.4610,-4.6790,6.6605,6.194314e-02,-1.2080,1,1,0.818897
9.0000,25.4610,-4.3100,6.8450,5.683500e-02,-1.2454,1,1,0.835049
9.0000,25.4610,-3.9410,7.0295,1.904648e+00,0.2798,1,1,1.064586
9.0000,25.4610,-3.5720,7.2140,2.770259e+00,0.4425,1,1,0.936727
9.0000,25.4610,-3.2030,7.3985,2.782631e+00,0.4445,1,1,0.854045
9.0000,25.4610,-2.8340,7.5830,3.797682e+00,0.5795,1,1,0.935272
9.0000,25.4610,-2.4650,7.7675,1.888663e+00,0.2762,1,1,0.917273
9.0000,25.4610,-2.0960,7.9520,2.715454e+00,0.4338,1,1,0.982279
9.0000,25.4610,-1.7270,8.1365,4.392532e+00,0.6427,1,1,1.292826
9.0000,25.4610,-1.3580,8.3210,2.862838e+00,0.4568,1,1,1.059831
9.0000,25.4610,-0.9890,8.5055,1.594322e+00,0.2026,1,1,1.083099
9.0000,25.4610,-0.6200,8.6900,1.466979e+00,0.1664,1,1,1.104009
9.0000,25.4610,-0.2510,8.8745,3.223917e+00,0.5084,1,1,1.134196
9.0000,25.4610,0.1180,9.0590,1.302042e-02,-1.8854,0,0,0.000001
9.0000,25.4610,0.4870,9.2435,5.870489e-04,-3.2313,0,0,0.000000
9.0000,25.4610,0.8560,9.4280,2.877031e-03,-2.5411,0,0,0.000000
9.0000,25.4610,1.2250,9.6125,3.544187e-03,-2.4505,0,0,0.000000
9.0000,25.4610,1.5940,9.7970,2.971787e-03,-2.5270,0,0,0.000000
9.0000,25.4610,1.9630,9.9815,1.314273e-03,-2.8813,0,0,0.000000
9.0000,25.4610,2.3320,10.1660,6.988955e-04,-3.1556,0,0,0.000000
9.0000,25.4610,2.7010,10.3505,5.078484e-04,-3.2943,0,0,0.000000
9.0000,25.4610,3.0700,10.5350,1.462329e-03,-2.8350,0,0,0.000000
9.0000,25.4610,3.4390,10.7195,5.695315e-04,-3.2445,0,0,0.000000
9.0000,25.4610,3.8080,10.9040,5.185215e-04,-3.2852,0,0,0.000000
9.0000,25.4610,4.1770,11.0885,1.788546e-03,-2.7475,0,0,0.000000
9.0000,25.4610,4.5460,11.2730,2.250995e-03,-2.6476,0,0,0.000000
9.0000,25.4610,4.9150,11.4575,4.891530e-04,-3.3106,0,0,0.000000
9.0000,25.4610,5.2840,11.6420,1.057112e-03,-2.9759,0,0,0.000000
9.0000,25.4610,5.6530,11.8265,5.057395e-04,-3.2961,0,0,0.000000
9.0000,25.4610,6.0220,12.0110,2.032957e-02,-1.6919,0,0,0.000000
9.0000,25.4610,6.3910,12.1955,2.071456e-02,-1.6837,0,0,0.000000
9.0000,25.4610,6.7600,12.3800,2.054633e-02,-1.6873,0,0,0.000000
9.0000,25.4610,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,25.4610,7.4980,12.7490,2.099250e-02,-1.6779,0,0,0.000000
9.0000,25.4610,7.8670,12.9335,2.024274e-02,-1.6937,0,0,0.000000
9.0000,25.8300,-8.0000,5.0000,6.486607e-02,-1.1880,0,0,0.000000
9.0000,25.8300,-7.6310,5.1845,2.231422e-02,-1.6514,0,0,0.000000
9.0000,25.8300,-7.2620,5.3690,1.810365e+00,0.2578,0,0,0.000000
9.0000,25.8300,-6.8930,5.5535,1.802668e+00,0.2559,0,1,0.020773
9.0000,25.8300,-6.5240,5.7380,9.511500e-01,-0.0218,1,1,0.608401
9.0000,25.8300,-6.1550,5.9225,8.478117e-01,-0.0717,1,1,0.769546
9.0000,25.8300,-5.7860,6.1070,8.485071e-01,-0.0713,1,1,0.787354
9.0000,25.8300,-5.4170,6.2915,9.492001e-02,-1.0226,1,1,0.803034
9.0000,25.8300,-5.0480,6.4760,7.745453e-02,-1.1110,1,1,0.811251
9.0000,25.8300,-4.6790,6.6605,1.078821e-01,-0.9671,1,1,0.823937
9.0000,25.8300,-4.3100,6.8450,8.996356e-02,-1.0459,1,1,0.838156
9.0000,25.8300,-3.9410,7.0295,1.756650e+00,0.2447,1,1,1.067621
9.0000,25.8300,-3.5720,7.2140,1.571516e+00,0.1963,1,1,0.948885
9.0000,25.8300,-3.2030,7.3985,2.210356e+00,0.3445,1,1,0.970602
9.0000,25.8300,-2.8340,7.5830,3.159308e+00,0.4996,1,1,0.946569
9.0000,25.8300,-2.4650,7.7675,3.164534e+00,0.5003,1,1,0.936078
9.0000,25.8300,-2.0960,7.9520,2.154581e+00,0.3334,1,1,0.973917
9.0000,25.8300,-1.7270,8.1365,1.693235e+00,0.2287,1,1,1.060968
9.0000,25.8300,-1.3580,8.3210,3.283159e+00,0.5163,1,1,1.080108
9.0000,25.8300,-0.9890,8.5055,3.459797e+00,0.5391,1,1,1.150593
9.0000,25.8300,-0.6200,8.6900,2.412565e+00,0.3825,1,1,1.097123
9.0000,25.8300,-0.2510,8.8745,1.696361e+00,0.2295,1,1,1.102665
9.0000,25.8300,0.1180,9.0590,7.833415e-03,-2.1060,0,0,0.000001
9.0000,25.8300,0.4870,9.2435,8.083020e-04,-3.0924,0,0,0.000000
9.0000,25.8300,0.8560,9.4280,5.933157e-03,-2.2267,0,0,0.000000
9.0000,25.8300,1.2250,9.6125,9.866240e-04,-3.0058,0,0,0.000000
9.0000,25.8300,1.5940,9.7970,8.216134e-04,-3.0853,0,0,0.000000
9.0000,25.8300,1.9630,9.9815,9.094446e-04,-3.0412,0,0,0.000000
9.0000,25.8300,2.3320,10.1660,7.126813e-04,-3.1471,0,0,0.000000
9.0000,25.8300,2.7010,10.3505,6.570937e-04,-3.1824,0,0,0.000000
9.0000,25.8300,3.0700,10.5350,4.648106e-04,-3.3327,0,0,0.000000
9.0000,25.8300,3.4390,10.7195,8.234851e-03,-2.0843,0,0,0.000000
9.0000,25.8300,3.8080,10.9040,4.423115e-03,-2.3543,0,0,0.000000
9.0000,25.8300,4.1770,11.0885,2.882087e-02,-1.5403,0,0,0.000000
9.0000,25.8300,4.5460,11.2730,3.037360e-03,-2.5175,0,0,0.000000
9.0000,25.8300,4.9150,11.4575,6.039086e-04,-3.2190,0,0,0.000000
9.0000,25.8300,5.2840,11.6420,1.120793e-03,-2.9505,0,0,0.000000
9.0000,25.8300,5.6530,11.8265,6.541964e-04,-3.1843,0,0,0.000000
9.0000,25.8300,6.0220,12.0110,2.032958e-02,-1.6919,0,0,0.000000
9.0000,25.8300,6.3910,12.1955,2.071456e-02,-1.6837,0,0,0.000000
9.0000,25.8300,6.7600,12.3800,2.054633e-02,-1.6873,0,0,0.000000
9.0000,25.8300,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,25.8300,7.4980,12.7490,2.099249e-02,-1.6779,0,0,0.000000
9.0000,25.8300,7.8670,12.9335,2.024275e-02,-1.6937,0,0,0.000000
9.0000,26.1990,-8.0000,5.0000,4.604735e-02,-1.3368,0,0,0.000000
9.0000,26.1990,-7.6310,5.1845,2.739680e-01,-0.5623,0,0,0.000000
9.0000,26.1990,-7.2620,5.3690,2.647114e+00,0.4228,0,0,0.000000
9.0000,26.1990,-6.8930,5.5535,5.734978e-01,-0.2415,0,1,0.099076
9.0000,26.1990,-6.5240,5.7380,9.668988e-01,-0.0146,1,1,0.648211
9.0000,26.1990,-6.1550,5.9225,9.121038e-01,-0.0400,1,1,0.776876
9.0000,26.1990,-5.7860,6.1070,5.231351e-01,-0.2814,1,1,0.788214
9.0000,26.1990,-5.4170,6.2915,2.036319e-01,-0.6912,1,1,0.805891
9.0000,26.1990,-5.0480,6.4760,8.801133e-02,-1.0555,1,1,0.817708
9.0000,26.1990,-4.6790,6.6605,8.256755e-02,-1.0832,1,1,0.831807
9.0000,26.1990,-4.3100,6.8450,8.759418e-02,-1.0575,1,1,0.845044
9.0000,26.1990,-3.9410,7.0295,1.222329e+00,0.0872,1,1,1.063772
9.0000,26.1990,-3.5720,7.2140,2.694096e+00,0.4304,1,1,0.936002
9.0000,26.1990,-3.2030,7.3985,2.978323e+00,0.4740,1,1,1.041705
9.0000,26.1990,-2.8340,7.5830,3.418046e+00,0.5338,1,1,1.000111
9.0000,26.1990,-2.4650,7.7675,3.216136e+00,0.5073,1,1,0.856759
9.0000,26.1990,-2.0960,7.9520,2.890243e+00,0.4609,1,1,0.989450
9.0000,26.1990,-1.7270,8.1365,2.571982e+00,0.4103,1,1,1.075412
9.0000,26.1990,-1.3580,8.3210,3.300963e+00,0.5186,1,1,1.187468
9.0000,26.1990,-0.9890,8.5055,3.646766e+00,0.5619,1,1,1.071336
9.0000,26.1990,-0.6200,8.6900,2.310198e+00,0.3636,1,1,1.120927
9.0000,26.1990,-0.2510,8.8745,1.757606e+00,0.2449,1,1,0.918363
9.0000,26.1990,0.1180,9.0590,6.275656e-04,-3.2023,0,0,0.000001
9.0000,26.1990,0.4870,9.2435,5.000437e-04,-3.3010,0,0,0.000000
9.0000,26.1990,0.8560,9.4280,3.961054e-03,-2.4022,0,0,0.000000
9.0000,26.1990,1.2250,9.6125,2.695940e-03,-2.5693,0,0,0.000000
9.0000,26.1990,1.5940,9.7970,1.835547e-03,-2.7362,0,0,0.000000
9.0000,26.1990,1.9630,9.9815,1.171386e-03,-2.9313,0,0,0.000000
9.0000,26.1990,2.3320,10.1660,4.751883e-04,-3.3231,0,0,0.000000
9.0000,26.1990,2.7010,10.3505,3.279458e-03,-2.4842,0,0,0.000000
9.0000,26.1990,3.0700,10.5350,4.665695e-04,-3.3311,0,0,0.000000
9.0000,26.1990,3.4390,10.7195,4.758699e-04,-3.3225,0,0,0.000000
9.0000,26.1990,3.8080,10.9040,2.498564e-03,-2.6023,0,0,0.000000
9.0000,26.1990,4.1770,11.0885,7.847661e-04,-3.1053,0,0,0.000000
9.0000,26.1990,4.5460,11.2730,1.544335e-03,-2.8113,0,0,0.000000
9.0000,26.1990,4.9150,11.4575,6.180166e-04,-3.2090,0,0,0.000000
9.0000,26.1990,5.2840,11.6420,5.431751e-03,-2.2651,0,0,0.000000
9.0000,26.1990,5.6530,11.8265,9.436256e-04,-3.0252,0,0,0.000000
9.0000,26.1990,6.0220,12.0110,5.864807e-04,-3.2317,0,0,0.000000
9.0000,26.1990,6.3910,12.1955,2.071456e-02,-1.6837,0,0,0.000000
9.0000,26.1990,6.7600,12.3800,2.054633e-02,-1.6873,0,0,0.000000
9.0000,26.1990,7.1290,12.5645,2.039177e-02,-1.6905,0,0,0.000000
9.0000,26.1990,7.4980,12.7490,2.099249e-02,-1.6779,0,0,0.000000
9.0000,26.1990,7.8670,12.9335,2.024274e-02,-1.6937,0,0,0.000000
9.0000,26.5680,-8.0000,5.0000,1.881175e-02,-1.7256,0,0,0.000000
9.0000,26.5680,-7.6310,5.1845,2.449049e-01,-0.6110,0,0,0.000000
9.0000,26.5680,-7.2620,5.3690,7.977680e-01,-0.0981,0,0,0.000000
9.0000,26.5680,-6.8930,5.5535,6.759569e-01,-0.1701,1,1,0.253469
9.0000,26.5680,-6.5240,5.7380,7.923577e-01,-0.1011,1,1,0.686647
9.0000,26.5680,-6.1550,5.9225,1.013297e+00,0.0057,1,1,0.778965
9.0000,26.5680,-5.7860,6.1070,1.059044e+00,0.0249,1,1,0.793558
9.0000,26.5680,-5.4170,6.2915,1.535968e-01,-0.8136,1,1,0.805343
9.0000,26.5680,-5.0480,6.4760,1.514298e-01,-0.8198,1,1,0.818041
9.0000,26.5680,-4.6790,6.6605,7.510419e-02,-1.1243,1,1,0.835427
9.0000,26.5680,-4.3100,6.8450,1.388746e-01,-0.8574,1,1,0.848015
9.0000,26.5680,-3.9410,7.0295,1.906579e+00,0.2803,1,1,1.080799
9.0000,26.5680,-3.5720,7.2140,2.478451e+00,0.3942,1,1,0.974754
9.0000,26.5680,-3.2030,7.3985,2.622305e+00,0.4187,1,1,1.023122
9.0000,26.5680,-2.8340,7.5830,1.857914e+00,0.2690,1,1,0.959930
9.0000,26.5680,-2.4650,7.7675,2.472340e+00,0.3931,1,1,0.940941
9.0000,26.5680,-2.0960,7.9520,2.898864e+00,0.4622,1,1,0.948175
9.0000,26.5680,-1.7270,8.1365,2.633645e+00,0.4206,1,1,1.112636
9.0000,26.5680,-1.3580,8.3210,3.357697e+00,0.5260,1,1,1.191688
9.0000,26.5680,-0.9890,8.5055,4.886437e+00,0.6890,1,1,1.178532
9.0000,26.5680,-0.6200,8.6900,1.626147e+00,0.2112,1,1,1.065330
9.0000,26.5680,-0.2510,8.8745,2.727759e+00,0.4358,1,1,0.935642
9.0000,26.5680,0.1180,9.0590,8.079101e-04,-3.0926,0,0,0.000001
9.0000,26.5680,0.4870,9.2435,4.963397e-04,-3.3042,0,0,0.000000
9.0000,26.5680,0.8560,9.4280,6.509344e-04,-3.1865,0,0,0.000000
9.0000,26.5680,1.2250,9.6125,4.764414e-04,-3.3220,0,0,0.000000
9.0000,26.5680,1.5940,9.7970,1.499818e-03,-2.8240,0,0,0.000000
9.0000,26.5680,1.9630,9.9815,7.607406e-03,-2.1188,0,0,0.000000
9.0000,26.5680,2.3320,10.1660,4.971231e-04,-3.3035,0,0,0.000000
9.0000,26.5680,2.7010,10.3505,8.571965e-04,-3.0669,0,0,0.000000
9.0000,26.5680,3.0700,10.5350,8.110030e-04,-3.0910,0,0,0.000000
9.0000,26.5680,3.4390,10.7195,1.597911e-03,-2.7964,0,0,0.000000
9.0000,26.5680,3.8080,10.9040,5.510867e-03,-2.2588,0,0,0.000000
9.0000,26.5680,4.1770,11.0885,7.410322e-03,-2.1302,0,0,0.000000
9.0000,26.5680,4.5460,11.2730,3.392450e-03,-2.4695,0,0,0.000000
9.0000,26.5680,4.9150,11.4575,1.638786e-03,-2.7855,0,0,0.000000
9.0000,26.5680,5.2840,11.6420,2.036832e-03,-2.6910,0,0,0.000000
9.0000,26.5680,5.6530,11.8265,1.732952e-03,-2.7612,0,0,0.000000
9.0000,26.5680,6.0220,12.0110,1.053792e-03,-2.9772,0,0,0.000000
9.0000,26.5680,6.3910,12.1955,2.071457e-02,-1.6837,0,0,0.000000
9.0000,26.5680,6.7600,12.3800,2.054631e-02,-1.6873,0,0,0.000000
9.0000,26.5680,7.1290,12.5645,2.039176e-02,-1.6905,0,0,0.000000
9.0000,26.5680,7.4980,12.7490,2.099250e-02,-1.6779,0,0,0.000000
9.0000,26.5680,7.8670,12.9335,2.024275e-02,-1.6937,0,0,0.000000
