F_AVG,DELTA1,log10_NMSE
24.8954,-7.5789,-2.534765
25.3138,-7.5789,-2.546871
50.0000,-7.7895,-4.090138
28.8703,-7.5789,-2.639031
34.9372,-7.5789,-2.761278
21.3389,-7.5789,-2.418667
23.6402,-7.5789,-2.496624
24.2678,-7.5789,-2.516054
27.4059,-7.5789,-2.603264
43.7238,-7.7895,-3.848385
31.3808,-7.5789,-2.694219
17.3640,-7.5789,-2.252680
31.1715,-7.5789,-2.689886
28.6611,-7.5789,-2.634092
46.4435,-7.7895,-4.062305
29.9163,-7.5789,-2.662898
26.1506,-7.5789,-2.570226
43.5146,-7.7895,-3.997480
30.3347,-7.5789,-2.672103
26.3598,-7.5789,-2.575891
49.1632,-7.7895,-3.981020
43.3054,-7.7895,-3.286354
33.4728,-7.5789,-2.735097
46.0251,-7.7895,-4.037874
23.8494,-7.5789,-2.503175
27.1967,-7.5789,-2.597915
28.0335,-7.5789,-2.618943
48.1172,-7.7895,-3.971720
31.7992,-7.5789,-2.702749
33.6820,-7.5789,-2.738957
27.8243,-7.5789,-2.613776
25.9414,-7.5789,-2.564491
30.5439,-7.5789,-2.676621
29.0795,-7.5789,-2.643909
35.5649,-7.5789,-2.771941
44.3515,-7.7895,-3.739414
33.2636,-7.5789,-2.731196
34.3096,-7.5789,-2.750283
35.1464,-7.5789,-2.764871
44.7699,-7.7895,-3.941114
37.4477,-7.5789,-2.802065
36.6109,-7.5789,-2.789007
39.9582,-7.5789,-2.838370
31.5900,-7.5789,-2.698506
46.2343,-7.7895,-4.066708
32.0084,-7.5789,-2.706940
45.8159,-7.7895,-3.998593
35.9833,-7.5789,-2.778866
44.5607,-7.7895,-3.792471
36.8201,-7.5789,-2.792328
28.4519,-7.5789,-2.629094
43.9331,-7.7895,-3.832472
34.7280,-7.5789,-2.757653
34.1004,-7.5789,-2.746549
48.3264,-7.7895,-4.017934
30.7531,-7.5789,-2.681081
45.6067,-7.7895,-3.968905
48.7448,-7.7895,-3.978130
32.4268,-7.5789,-2.715191
47.2803,-7.7895,-4.023479
48.9540,-7.7895,-3.957254
47.6987,-7.7895,-4.015893
44.1423,-7.7895,-3.877096
39.3305,-7.5789,-2.829667
32.6360,-7.5789,-2.719256
32.8452,-7.5789,-2.723279
47.0711,-7.7895,-4.012746
40.5858,-7.5789,-2.846773
44.9791,-7.7895,-4.034338
41.2134,-7.5789,-2.854975
49.3724,-7.7895,-4.041273
33.0544,-7.5789,-2.727258
37.6569,-7.5789,-2.805273
39.7490,-7.5789,-2.835479
33.8912,-7.5789,-2.742769
43.9331,-7.5789,-2.887971
37.0293,-7.5789,-2.795615
36.1925,-7.5789,-2.782274
45.3975,-7.7895,-3.296947
46.6527,-7.7895,-4.039188
38.2845,-7.5789,-2.814655
32.2176,-7.5789,-2.711089
38.0753,-7.5789,-2.811552
37.8661,-7.5789,-2.808436
39.1213,-7.5789,-2.826729
38.9121,-7.5789,-2.823754
41.4226,-7.5789,-2.857666
34.5188,-7.5789,-2.753987
49.5816,-7.7895,-4.046131
47.4895,-7.7895,-3.963585
